id,trigger,conditions,script,text,options,notes
hegtales_Quest2_Greenhearttalk_order,DialogOptionSelected,$option == hegtales_Quest2_Greenhearttalk_order,,"Greenearth nods slowly, his expression unreadable. ""And you follow orders? That is a rightful way of doing things,"" he replies.",hegtales_Quest2_Greenhearttalk1:Continue,
hegtales_Quest2_Greenhearttalk_family,DialogOptionSelected,$option == hegtales_Quest2_Greenhearttalk_family,,"Greenearth's expression softens ever so slightly, the faintest flicker of emotion breaking through his stoic demeanor. ""Family,"" he murmurs, as if savoring the word. ""It is such an important part of all of us, the return of a wife to her husband, a mother to her children...""",hegtales_Quest2_Greenhearttalk1:Continue,
hegtales_Quest2_Greenhearttalk_pathCHECK,hegmodQuest2Pathwalker,$global.lpp_completed,"SetEnabled hegtales_Quest2_Greenhearttalk_path true

SetTooltip hegtales_Quest2_Greenhearttalk_path ""You have walked the Pilgrim's Path."" green",,,
hegtales_Quest2_Greenhearttalk_path,DialogOptionSelected,$option == hegtales_Quest2_Greenhearttalk_path,$global.spokeofsaltpath = true,"You quickly mention the different shrines, what makes them unique and what you have felt in your own path. Maybe speaking a bit too fervously about them to get the point across.

""You have seen our Paths, our Shrines. You know what awaits us in the end."" He pauses as he steps closer to the screen.",hegtales_Quest2_Greenhearttalk1:Continue,
hegtales_Quest2_Greenhearttalk_money,DialogOptionSelected,$option == hegtales_Quest2_Greenhearttalk_money,,"Greenearth's expression darkens, his stoic mask slipping for the briefest moment. ""I do not need your tithe, servant of Moloch,"" he snaps, his voice sharp with anger.

The weight of his words lingers in the air, but just as quickly as his temper flares, he reigns it in. His features smooth, his tone returning to its usual calm, deliberate cadence. ""Your cause is just,"" he concedes. ""even if your ways are not the correct ones.""",hegtales_Quest2_Greenhearttalk1:Continue,
hegtales_Quest2_Greenhearttalk_1,DialogOptionSelected,$option == hegtales_Quest2_Greenhearttalk1,"$hegtales_Quest2_stage = FIND_CLUES score:1000

$global.hegtales_Quest2_FIND_CLUES = true
Call $global.hegtales_Quest2_ref updateData
$player.hasmetSaltus = true","He then glances to the side, his attention momentarily drawn to voices on his end of the comms. Without a word, he turns his head toward someone offscreen and steps away, disappearing from view.

Less than a minute later, Greenearth reappears, his composure as steady as before.

""I have the location of where she went,"" he says, his tone now tinged with solemnity. ""But I must plead with you, do not go there. It would disturb the beautiful work she has done.""

He pauses. ""Her mission was sacred. She sought to leave behind caches, each filled with objects of our faith, meant for future generations. Her task is one of devotion, a legacy for those who come after us.""
",cutCommLinkNoText:Thank him for the information and cut the comms.,
hegtales_Quest2_PreRaid,DialogOptionSelected,$option == hegtales_Quest2_preRaid,,"You start muttering about Luddic practices as the man stares at you and replies with monosylabes. While speaking, you give the ready-signal via datapad to your tactical officer who has been briefed for the use of marines in an extraction operation.

You consider that no matter the criminality of your contact, there may be serious reputation consequences with the local authorities for starting a firefight within this polity.",mktRaidNonMarket:Continue,
hegtales_Quest2_RaidFinished,hegtales_Quest2RaidFinished,,"$hegtales_Quest2_stage = FIND_CLUES score:1000

$global.hegtales_Quest2_FIND_CLUES = true
Call $global.hegtales_Quest2_ref updateData
$player.hasmetSaltus = true
$global.raidedsaltus = true","A thud and a bang carry through the Pather's comms-line as the image goes fuzzy for a moment. He stares at you before the comms are cut.

You switch the display to the tactical feed from your marines just as they report success.

They have found some information about Hannah setting caches in a far away system... but there are no traces of Greenearth.

Maybe you can follow her clues.",,
hegtales_Quest2_RaidFinishedContinue,hegtales_Quest2RaidFinishedContinue,,"$option = cutCommLinkNoText 0
FireBest DialogOptionSelected",,,
hegtales_Quest2_DisableRaidIfNeeded,hegtales_Quest2CheckHostilesNearby,HostileFleetNearbyAndAware,"SetEnabled hegtales_Quest2_preRaid false
SetTooltip hegtales_Quest2_preRaid ""A nearby hostile fleet is tracking your movements, making a ground operation impossible.""",,,
,,,,,,
,,,,,,
hegmod_Quest2_Pather1,AddBarEvents,"$market.id == tartessus
$global.hegtales_Quest2_FIND_CLUE_IN_HESPERUS
!$player.hegmod_metPatherstart","AddBarEvent hegtales_meetpather""Meet with the Pather in the dark spot."" ""In a dark spot, you notice a very suspicious individual""",,,
hegmod_Quest2_Pather_meet1,DialogOptionSelected,$option == hegtales_meetpather,"BeginConversation hegtales_pather
ShowPersonVisual
$player.hegmod_metPatherstart = true

SetOptionColor hegmod_Quest2_Pather_meet2 green
SetEnabled hegmod_Quest2_Pather_meet2 false
SetTooltip hegmod_Quest2_Pather_meet2 ""You need to have shown luddic tendencies in the past.""
FireBest hegmodQuest2Pathercheck","You sit down with the green haired Pather, the two of you share a few drinks, the conversation meandering through trivial, non-religious topics. Despite the reputation Pathers often carry, eccentric, devout to the point of zealotry, this particular exchange feels refreshingly grounded. Her tales and ramblings, though tinged with the occasional oddity, prove surprisingly entertaining.

At last, after her fifth drink, you ask casually, ""Have you heard anything about a 'Hegemony Lady'? Or do you know anyone who might know something about it?""

Her smile dissapears and she look at you seriously. 
""Why should I tell you that, friend?""","hegmod_Quest2_Pather_meet2:""Come on, I am a fellow luddic.""
hegmod_Quest2_Pather_meet3:""That's what I get from being nice."" (Punch the Pather in the face)
hegmod_Quest2_Pather_meet4:""Maybe some credits would remind you?""",
"hegmod_Quest2_Pather_check
","hegmodQuest2Pathercheck
",$player.luddicAttitudeFaithfulOrPather,SetEnabled hegmod_Quest2_Pather_meet2 true,,,
hegmod_Quest2_Pather_meet2,DialogOptionSelected,$option == hegmod_Quest2_Pather_meet2,"AddTextSmall ""--Received comms ID for Greenheart Salt--"" highlight
AddTextSmall ""--He's in Hesperus--"" grey

AdjustRepActivePerson FRIENDLY 5
AdjustRep luddic_path COOPERATIVE 1

$global.foundinformationaboutsaltus = true
SetPersonHidden hegtales_saltus false","She nod occasionally as you speak, listening as you recount the hardships you've endured in your search for the missing woman. Your words are careful and polite. Finally a flicker of understanding crosses her face.

When you finish, she lets out a quiet sigh. ""I'll be honest with you $playerBrotherOrSister, I don't have a clue about any 'Hegemony Lady.' If someone like that passed through Eos Exodus, I didn't hear about it.""

She pauses, tapping her fingers on the table thoughtfully before continuing. ""But if anyone would know, it's Greenearth Salt. He's in Hesperus. That old stern salt has his fingers in everything around here.""",backToBar:Thank them and return to the bar.,
hegmod_Quest2_Pather_meet3,DialogOptionSelected,$option == hegmod_Quest2_Pather_meet3,"AddTextSmall ""--Received comms ID for Greenearth Salt--"" highlight
AddTextSmall ""--He's in Hesperus--"" grey

AdjustRepActivePerson VENGEFUL -50
AdjustRep luddic_path VENGEFUL -5

$global.foundinformationaboutsaltus = true
SetPersonHidden hegtales_saltus false","The pather reels back from the strike, clutching her nose as blood trickles between her fingers. Around you, the murmur of the bar grows louder as several patrons begin to approach, but your bodyguards step forward, hands resting on their weapons, silently warning them to stay back.

""Okay! Okay!"" she stammers, her voice panicked as she scrambles to compose herself. ""I don't know anything, I swear!"" She winces, still clutching her nose, before hurriedly adding, ""But Greenearth Salt in Hesperus, he'll know for sure! Here, take this—these are his comms!""

",backToBar:Thank them and return to the bar.,
hegmod_Quest2_Pather_meet4,DialogOptionSelected,$option == hegmod_Quest2_Pather_meet4,"SetTextHighlights 20,000
DoCanAffordCheck 20000 hegmod_Quest2_Pather_meet5 false

SetEnabled hegmod_Quest2_Pather_meet2 false
SetTooltip hegmod_Quest2_Pather_meet2 ""You need to have SUSPICIOUS relations or higher with the Luddic Path.""
FireBest hegmodQuest2Pathercheck","The Pather raises an eyebrow and they tap their fingers lightly on the table.

""Hmm,"" they muse. ""Information like that doesn't come cheap, you know. But for you…"" They pause dramatically, her smile widening. ""I'd say 20,000 credits would be a fair price.""","hegmod_Quest2_Pather_meet2:""Come on, I am not so bad...""
hegmod_Quest2_Pather_meet3:""That's what I get from being nice."" (Punch the Pather in the head)
hegmod_Quest2_Pather_meet5:""Here's the money.""",
hegmod_Quest2_Pather_meet5,DialogOptionSelected,$option == hegmod_Quest2_Pather_meet5,"AddCredits -20000
$global.foundinformationaboutsaltus = true
SetPersonHidden hegtales_saltus false

AddTextSmall ""--Received comms ID for Greenearth Salt--"" highlight
AddTextSmall ""--He's in Hesperus--"" grey","""Well, well,"" she speaks counting the credits in her pad, leaning back in her chair. ""To be honest, I don't have a clue about any 'Hegemony Lady.' If someone like that passed through Eos Exodus, I didn't hear about it.""

They pause, her fingers drumming thoughtfully on the table as they consider her next words. ""But, if anyone would know, it's Greenearth Salt. He's in Hesperus. That old salt has his fingers in everything around here. Lemme give you his comms...""

",backToBar:Nod at them and return to the bar.,
,,,,,,
hegtales_Quest2ProbeAmbushEncounter,BeginFleetEncounter,"$hegtales_Quest2_CluePatherAmbush score:1000
!$encounteredAlready ","FleetDesc
HailPlayer
$encounteredAlready = true",,,
hegtales_Quest2PatherAmbushGreeting,OpenCommLink,$entity.hegtales_Quest2_CluePatherAmbush score:1000,"SetEnabled hegtales_Quest2_patherAmbushBad true

FireBest hegmodQuest2Goodcheck

#SetEnabled hegtales_Quest2_patherAmbushPath false
#SetTooltip hegtales_Quest2_patherAmbushPath ""You did not tell #him that you walked the path..""
#FireBest hegtalesQuest2pather2

Call $entity.hegtales_Quest2_ref makeUnimportant

FireAll hegtales_Quest2_saltusambush
","The comms crackle to life, and the Knight-Captain from Hesperus stands before you.

""You came here, right where I told you. You seek to disturb the peace, the pilgrimage that the Lady has made.,"" the Knight-Captain speaks without emotion. ""I told you to not come here.""

His eyes seeminly stare into your soul, expecting an answer.",,
hegtales_Quest2PatherAmbushPath,hegtales_Quest2_saltusambush,$global.spokeofsaltpath,"SetOptionColor hegtales_Quest2_patherAmbushPath highlight
SetTooltip hegtales_Quest2_patherAmbushPath ""You have walked the Pilgrim's Path."" green",,"hegtales_Quest2_patherAmbushPath:""You know that I mean no Ill...""
",
hegtales_Quest2PatherAmbushBad,hegtales_Quest2_saltusambush,,,,"hegtales_Quest2_patherAmbushBad:""We can talk this out!""",
hegtales_Quest2PatherAmbushTalk,hegtales_Quest2_saltusambush,,,,"hegtales_Quest2_patherAmbushTalk:""I know that I was wrong...""

",
hegtales_Quest2PatherAmbushPath2,DialogOptionSelected,$option == hegtales_Quest2_patherAmbushPath,,"""And you told me that something awaits for us in the end."" You quickly continue. 

As he keeps staring at you.

""I got the feeling that today is not the day that we will see what is at the end. You walk your path. I walk mine. Maybe our Paths will converge someday"" You finish speaking. Plainly and directly.",hegtales_Quest2_patherAmbushBluffEnd:Continue,
hegtales_Quest2PatherAmbushTalk2,DialogOptionSelected,$option == hegtales_Quest2_patherAmbushTalk,"SetStoryOption hegtales_Quest2_patherAmbushBluff1 general ""Made understand Salt that you were no threat""
",He stares at you silently.,"hegtales_Quest2_patherAmbushBad:""I can explain myself!""
hegtales_Quest2_patherAmbushBluff1:""You are right, but...""",
hegtales_Quest2PatherAmbushBad2,DialogOptionSelected,$option == hegtales_Quest2_patherAmbushBad,,"""I gave you the time of talk before.""

""You betrayed my trust.""

""The time for talk has ended.""

The comms shut off as the enemy fleet moves to attack.",cutCommLink:Cut the comm link,
,,,,,,
,,,,,,
"hegmod_Quest2_PatherGood_check
","hegmodQuest2Goodcheck
",$global.raidedsaltus,"SetEnabled hegtales_Quest2_patherAmbushBad false
SetTooltip hegtales_Quest2_patherAmbushBad ""You literally raided him.""",,,
"hegmod_Quest2_Pather2_check
","hegtalesQuest2pather2
",,"SetEnabled hegtales_Quest2_patherAmbushPath true
",,,
hegtales_Quest2PatherAmbushBluff1,DialogOptionSelected,"$option == hegtales_Quest2_patherAmbushBluff1
!$player.raidedsaltus",,"""Did not Ludd himself speak of forgiveness?"" you begin, your voice firm yet laced with a touch of fervor. You pace across your bridge, the tension palpable as your bridge crew watches in silence, their eyes fixed on your every move.

""I came here seeking clues,"" you continue, your voice rising as you gesture dramatically, ""clues that would lead me to the location of the Lady."" You stop abruptly, turning to face the screen and pointing an accusatory hand toward the Knight-Captain. ""That is why I sought your help, why I requested this location. And now... now I know where she is.""

You pause, letting the weight of your words hang in the air before softening your tone. ""If you let me go, she will be reunited with her family—those who seek her with every ounce of their hearts and souls.""",hegtales_Quest2_patherAmbushBluff2:Continue,
hegtales_Quest2PatherAmbushBluff2,DialogOptionSelected,$option == hegtales_Quest2_patherAmbushBluff2,,"Your gaze hardens, and you step closer to the comms screen, your voice taking on a persuasive edge. ""Helping a poor woman return to her family, when they search for her so fervently... is that not a faithful and righteous act? Is it not the very essence of Ludd, who you claim to serve?""",hegtales_Quest2_patherAmbushBluffEnd:Continue,
hegtales_Quest2PatherAmbushBluffEnd,DialogOptionSelected,$option == hegtales_Quest2_patherAmbushBluffEnd,"MakeOtherFleetGoAway true
$entity.ignorePlayerCommRequests = true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true

","The Knight-Commander expression is unreadable at first, but there's a flicker of something... curiosity, perhaps even respect, in his eyes. Slowly, he lifts a hand, a silent command that ripples through his fleet. 

""You speak like a true believer $playerBrotherOrSister,"" he says at last, his voice steady and resolute, carrying the weight of command. His gaze lingers on you for a moment longer, as though searching for any trace of deceit, before a faint nod signals his decision.

""Help the Lady,"" he continues, his tone softening ever so slightly. ""If you want to help the Path, find me in Hesperus. My $playerBrotherOrSister in Ludd.""

With that, the transmission ends.",cutCommLink:Cut the comm link,
hegtales_Quest2_Saltuskilled,hegtales_Quest2_Saltuskilled,$someShipsDestroyed,$global.hegtales_Quest2_Saltus_killed = true,Your sensors officer reports that there were no survivors from the Luddic capital ship.,,
,,,,,,
"# Clues, taken from the Coureuse probe interactions",,,,,,
hegtalesQuest2_CluePrintHostilesText,OpenInteractionDialog,"$hegtales_Quest2_FIND_CLUES score:1000
HostileFleetNearbyAndAware",ShowDefaultVisual,"A nearby hostile fleet is tracking your movements, preventing you from sending an EVA team to examine the cache.",defaultLeave:Leave,
hegtales_Quest2_clueInteractionStart,OpenInteractionDialog,"$hegtales_Quest2_FIND_CLUES score:1000
Call $global.hegtales_Quest2_ref updateData","ShowDefaultVisual
FireBest hegtales_Quest2_clueInteraction",,,
hegtales_Quest2_ClueObjectInteractionFirst,hegtales_Quest2_clueInteraction,"!$global.hegtales_Quest2_discoveredFirstClue
#Call $global.hegtales_Quest2_ref updateData",$global.hegtales_Quest2_discoveredFirstClue = true,"Your crew moves closer to the cache, carefully looking at the different screens and engraved texts on it.","hegtales_Quest2_clueInvestigate:Investigate the probe
defaultLeave:Leave",
hegtales_Quest2_ClueObjectInteraction,hegtales_Quest2_clueInteraction,#Call $global.hegtales_Quest2_ref updateData,,"Your crew moves closer to the cache, carefully looking at the different screens and engraved texts on it.","hegtales_Quest2_clueInvestigate:Investigate the probe
defaultLeave:Leave",
hegtales_Quest2_clueInteractionStartEmpty,OpenInteractionDialog,"$hegtales_Quest2_FIND_CLUES score:1000
$tag:empty
Call $global.hegtales_Quest2_ref updateData",ShowDefaultVisual,"Your $shipOrFleet approaches the cache, it seems to have been tampered with. But you would need to send your salvage crew to find out.",hegtales_Quest2_ClueEmpty1:Continue,
hegtalesQuest2_ClueEmpty1,DialogOptionSelected,"!$global.hegtales_Quest2_scavengerDroppedClue
$option == hegtales_Quest2_ClueEmpty1
","Call $global.hegtales_Quest2_ref foundEmptyClue
$global.hegtales_Quest2_cluestolen = true
DespawnEntity","Someone has just taken all the information, texts, art and logs from it. Leaving an empty husk.

""It wasn't long ago,"" your sensors officer reports. ""Radar sweep for debris spread from intrusion incident shows minimal spread. Whoever did this, they're probably still in-system.""

In system. With the information you need.",defaultLeave:Leave,
hegtalesQuest2_ClueEmpty1Dropped,DialogOptionSelected,"$global.hegtales_Quest2_scavengerDroppedClue
$option == hegtales_Quest2_ClueEmpty1","Call $global.hegtales_Quest2_ref foundEmptyClue
DespawnEntity","It was the cache those Luddics opened, its scrap now.",defaultLeave:Leave,
hegtalesQuest2_clueInvestigate,DialogOptionSelected,$option == hegtales_Quest2_clueInvestigate,FireBest hegClueInvestigateOption,,,
hegtalesQuest2_Clue1InvestigationStart,hegClueInvestigateOption,$global.hegtales_Quest2_CluesDone == 0,,"""The Innocence: The birth of the one-who-will-become-Ludd. Themes of innocence, connection the humanity pre-sin. It is important that the Luddics make no record of any personal characteristics of their prophet and in so emphasize the-one-who-would-become-Ludd's oneness with the experience of all humanity. This allows any individual to put themselves into the role of Ludd in the stations of the Path, as subject or observer.""

Your bridge crew diligently sift through the various texts and mentions within the cache, uncovering fragments of information. Amid the data, they locate a series of personal logs left by Hannah Stalh-Ossum herself. Your comms officer patches the logs through to your console.

A soft, clear voice fills the bridge, recorded with an almost reverent tone. ""Hannah Stalh, married to Borealis Ossum, is who I am…""",hegtales_Quest2_clue1Investigation3:Continue,
hegtalesQuest2_Clue1Investigation3,DialogOptionSelected,$option == hegtales_Quest2_clue1Investigation3,"$global.hegtales_Quest2_CluesDone++
DespawnEntity

FireAll hegClueGuy","""Let me skim this part,"" your comms officer interjects, fast-forwarding through the introduction. The screen shifts to display additional details, snippets of Hannah's reflections and experiences. She recounts how her journey to Gilead began with purpose but transformed into something more profound. She describes a sudden revelation, one that surprised even her guards and companions, compelling her to deviate from the plan and head toward Hesperus.

Unfortunately, the logs end there, offering no further clues about her current location. The cache holds no additional insights, leaving you with only one option: to locate the next cache and continue piecing together her trail.

You issue a command to your crew...",,
hegtalesQuest2_Clue2InvestigationStart,hegClueInvestigateOption,$global.hegtales_Quest2_CluesDone == 1,,"""The Exodus: In which Ludd is given a vision by God of a promised land, and leads the faithful to settle in the Persean Sector
The Blooming: In which the faithful teach the industrial-terraformers how to shepherd the spirit of the land to create a new paradise.""

Just as before, your crew locates the second cache with relative ease, the process unfolding much like the previous one. The operation is smooth and efficient, and soon enough, your comms officer's voice cuts through the comms.",hegtales_Quest2_clue2Investigation2:Continue,
hegtalesQuest2_Clue2Investigation2,DialogOptionSelected,$option == hegtales_Quest2_clue2Investigation2,,"""Captain, we've accessed the second cache,"" they report. ""Patching through another log from Lady Hannah.""

Once again, her voice fills the bridge, calm yet tinged with a sense of purpose. ""It was surprisingly easy to find Greenearth—or as I call him, Saltus. He was a friend of mine, from a long time ago when I worked with Tri-Tachyon, before I met Borealis and everything changed…""

The log continues, but your comms officer interrupts briefly. ""Apologies for the skip, Captain. Most of this section is about her personal history and reflections. Here's the final part of the log.""",hegtales_Quest2_clue2Investigation3:Continue,
hegtalesQuest2_Clue2Investigation3,DialogOptionSelected,$option == hegtales_Quest2_clue2Investigation3,"$global.hegtales_Quest2_CluesDone++
DespawnEntity

$global.hegtales_Quest2_triggerCluePatherAmbush = true

FireAll hegClueGuy","The recording resumes. ""I've placed these caches as a safeguard, just in case one day we are no longer here. To those who find them, be they human or something else, I want them to know who Ludd was… and who I am.""

As the log concludes, a sense of intrigue settles over the bridge. It's strange and somewhat unsettling to learn that Greenearth Salt and Hannah shared a history. The revelation adds another layer to the puzzle.

Once again, you issue a command to your crew.",,
hegtalesQuest2_Clue3InvestigationStart,hegClueInvestigateOption,$global.hegtales_Quest2_CluesDone == 2,,"The EVA team moves closer to the caches, carefully looking at the different screens and engraved texts on it.

The Trial: In which Ludd is condemned to die by the Domain Sector-leader.
The Discontinuity: In which Ludd enters the Gate system and is taken by God; the Gates are sealed in the promise of redemption for humanity.

Your crew begins the now-familiar process of accessing the cache. The routine is efficient, as if the team has become experts in preserving these sacred relics. Soon, your comms officer's voice breaks through the comms.",hegtales_Quest2_clueInvestigationWrapUp1:Continue,
hegtalesQuest2_ClueInvestigaitonWrapUp1,DialogOptionSelected,$option == hegtales_Quest2_clueInvestigationWrapUp1,"DespawnEntity
unset $global.hegtales_Quest2_CluesDone
unset $global.hegtales_Quest2_discoveredFirstClue

$global.hegtales_Quest2_goto_Beholder = true
Call $global.hegtales_Quest2_ref updateStage

FireAll hegClueGuy","Hannah's voice fills the bridge once more, calm but with a note of wistfulness. ""What should I do now? I will go home… The Pilgrim's Path is long and hazardous, far too dangerous. But I made a promise to Saltus, to witness the beauty of Kumarian xenolife. After that… I suppose I should go home, right? Alas, that's for the future. For now, I return to civilization and to visit the station.""

There's a pause, and then her voice softens, tinged with affection. ""Hannah Stahl, mother of four, so far.""

The log ends, and a ripple of joy and relief spreads across the bridge. This time, the date on the log catches everyone's attention, it's only a few days old. The realization dawns quickly: Hannah is alive and likely at the Beholder Station shrine.
",,
hegtalesQuest2_ClueInvestigaitonWrapUp2,DialogOptionSelected,$option == hegtales_Quest2_clueInvestigationWrapUp2,"
",,,
hegtalesQuest2_ClueInvestigaitonWrapUp3,DialogOptionSelected,$option == hegtales_Quest2_justleave,FireBest DialogOptionSelected,,,
hegtalesQuest2_ClueInvestigaitonWrapUp4,DialogOptionSelected,$option == hegtales_Quest2_justleave2,FireBest DialogOptionSelected,,,
hegtalesQuest2_ClueGoodguy,hegClueGuy,,,,defaultLeave:Leave the Cache in Orbit,
hegtalesQuest2_ClueBadGuy,hegClueGuy,,,,hegtalesQuest2_ClueBadGuyScrap:Scrap the Cache,
hegtalesQuest2_ClueBadGuy2,DialogOptionSelected,$option == hegtalesQuest2_ClueBadGuyScrap,"AddRemoveCommodity supplies 25
AddRemoveCommodity metals 50
AddRemoveCommodity fuel 10

AdjustRep luddic_church SUSPICIOUS -1","You scrap the contents of the cache, leaving an empty husk.",defaultLeave:Leave,
,,,,,,
# interact with the taken probe,,,,,,
hegtales_Quest2_StolenCluePodStart,OpenInteractionDialog,$tag:hegtales_Quest2_lootedClue,"ShowDefaultVisual
FireBest hegtales_Quest2_StolenCluePodStartOption",,,
hegtales_Quest2_StolenCluePodStartOption1,hegtales_Quest2_StolenCluePodStartOption,$global.hegtales_Quest2_CluesDone == 0,,"Your bridge crew diligently sift through the various texts and mentions within the cache, uncovering fragments of information. Amid the data, they locate a series of personal logs left by Hannah Stalh-Ossum herself. Your comms officer gives you a thumbs up and patches the logs through to your console.

A soft, clear voice fills the bridge, recorded with an almost reverent tone. ""Hannah Stalh, married to Borealis Ossum, is who I am…""
",hegtales_Quest2_clue1Investigation3:Continue,
hegtales_Quest2_StolenCluePodStartOption2,hegtales_Quest2_StolenCluePodStartOption,$global.hegtales_Quest2_CluesDone == 1,,"Your crew moves closer to the caches, carefully looking at the different screens and engraved texts on it.

""The Exodus: In which Ludd is given a vision by God of a promised land, and leads the faithful to settle in the Persean Sector
The Blooming: In which the faithful teach the industrial-terraformers how to shepherd the spirit of the land to create a new paradise.""

Just as before, your crew locates the second cache with relative ease, the process unfolding much like the previous one. The operation is smooth and efficient, and soon enough, your comms officer's voice cuts through the comms.
",hegtales_Quest2_clue2Investigation2:Continue,
hegtales_Quest2_StolenCluePodStartOption3,hegtales_Quest2_StolenCluePodStartOption,"$global.hegtales_Quest2_CluesDone == 2
",,"The EVA team moves closer to the caches, carefully looking at the different screens and engraved texts on it.

The Trial: In which Ludd is condemned to die by the Domain Sector-leader.
The Discontinuity: In which Ludd enters the Gate system and is taken by God; the Gates are sealed in the promise of redemption for humanity.

Your crew begins the now-familiar process of accessing the cache. The routine is efficient, as if the team has become experts in preserving these sacred relics. Soon, yourcomms officer's voice breaks through the comms.","hegtales_Quest2_clueInvestigationWrapUp1:""Report?""",
# The funny Church guy,,,,,,
hegtales_Quest2_ScavengerDefeated,hegtales_Quest2_churccluedefenderDefeated,"$someShipsDestroyed
!$global.hegtales_Quest2_scavengerDroppedClue","Call $global.hegtales_Quest2_ref drophegclue
$hegtales_Quest2_Probe_finishedEncounter = true
$global.hegtales_Quest2_scavengerDroppedClue = true",Your sensors officer reports that a Luddic cache floating in a spray of post-battle debris contains something that matches the mission target specifications.,,
#hegtales_Quest2_ScavengerEncounter,BeginFleetEncounter,"$hegtales_Quest2_Probe_scavengerPermanentFlag score:1000
!$hegtales_Quest2_Probe_encounteredAlready
!$hegtales_Quest2_Probe_finishedEncounter
Call $global.hegtales_Quest2_ref updateData","FleetDesc
AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
hegtales_Quest2_ScavengerGreeting,OpenCommLink,"$entity.hegtales_Quest2_Probe_scavengerPermanentFlag score:1000
$hegtales_Quest2_cluestolen","MakeOtherFleetImportant hegtales_Quest2 false
# remove important tag from finding empty probe
$hegtales_Quest2_cluestolen = false","The Luddic captain flickers into your comm display.

""Greetings $playerBrotherOrSister. What can this humble servant of Ludd do for you? It's a long way back to the core worlds $playerBrotherOrSister, and we must look after one another.""","hegtales_Quest2_scavengerAsk:""Did you find a cache floating around?""
cutCommLink:Cut the comm link
",
hegtales_Quest2_ScavengerGreetingLeaving,OpenCommLink,"$entity.hegtales_Quest2_Probe_scavengerPermanentFlag score:1000
$hegtales_Quest2_Probe_finishedEncounter","ShowDefaultVisual
EndConversation NO_CONTINUE",The Luddic captain is ignoring your comm request.,,
hegtales_Quest2_ScavengerAsk,DialogOptionSelected,$option == hegtales_Quest2_scavengerAsk,"SetEnabled hegtales_Quest2_scavengerWait false
SetTooltip hegtales_Quest2_scavengerWait ""You need to have a FAVORABLE relationship with the Luddic Church.""
FireBest hegtales_Quest2_ScavengerAskCheck","""We find many things in our expeditions for lost knowledge, we would need to check our own logs. As knowledge is so dangerous these days...""

$HeOrShe sighs softly as they look around ""Do you really need it?""","hegtales_Quest2_scavengerWait:""I'm a fellow Luddic, you can trust me.""
hegtales_Quest2_scavengerBribe:""Perhaps a 'donation' could help things along.""
hegtales_Quest2_scavengerThreaten:""I honestly don't care. I will get it by force.""
hegtales_Quest2_scavengerNice:""Can I get the cache, please?.""
cutCommLink:Cut the comm link",
hegtales_Quest2_ScavengerAskCheck,hegtales_Quest2_ScavengerAskCheck,$faction.rel == FAVORABLE,"SetEnabled hegtales_Quest2_scavengerWait true
",,,
hegtales_Quest2_ScavengerWait,DialogOptionSelected,$option == hegtales_Quest2_scavengerWait,"Call $global.hegtales_Quest2_ref drophegclue

Call $global.hegtales_Quest2_ref updateStage
MakeOtherFleetGoAway true
MakeOtherFleetNonHostile true
MakeOtherFleetAvoidContact true
$hegtales_Quest2_Probe_finishedEncounter = true
$global.hegtales_Quest2_scavengerDroppedClue = true","""Well, Well, show me."" The Luddic captain looks at you curiously.

You take a moment to gather your thoughts, then begin recounting the tale with reverence. ""Captain. Ludd's journey was one of hardship and sacrifice. He stood as a lone figure against the vast and oppressive machinery of the Domain, their iron grip tightening on every soul across the stars. Where others saw no escape, he saw a path—a path to liberation.""

You describe how Ludd through sheer will and unwavering faith, defied the Domain's might, challenging their dominance not with fleets or weapons, but with ideals that resonated deeply with the oppressed.

""It's a legacy that endures, Captain"" You conclude.

""Very well. The cache is yours"" The pleased captain speaks and soon enough the cache is ejected.",cutCommLink:Cut the comm link,
hegtales_Quest2_ScavengerBribe1,DialogOptionSelected,"$option == hegtales_Quest2_scavengerBribe
Call $global.hegtales_Quest2_ref updateData","Highlight $hegtales_Quest2_bribeCost
DoCanAffordCheck $hegtales_Quest2_bribeCost hegtales_Quest2_scavengerBribe2 false

SetEnabled hegtales_Quest2_scavengerWait false
SetTooltip hegtales_Quest2_scavengerWait ""You need to have a FAVORABLE relationship with the Luddic Church.""
FireBest hegtales_Quest2_ScavengerAskCheck","""We are no Pathers but...."" The Luddic captain seems unsure about what $heOrShe is saying.

""I am willing to speed things up and send you the cache for... $hegtales_Quest2_bribeCost credits... that seems like a fair and friendly tithe.""","hegtales_Quest2_scavengerBribe2:""I'll transfer those credits.""
hegtales_Quest2_scavengerWait:""What do the writtings say about helping a fellow Luddic?""
hegtales_Quest2_scavengerThreaten:""Maybe it will be easier to blow you up.""",
